67	`
189	normal
375	'
16	]
2347	sort
67	silly
1241	fun
3574	real
213	red
8	badge
7	courage
213	serious
131	upon
230	afraid
1399	away
2	conquered
86	fear
1163	least
113	thinking
177	affect
1	abhorred
1	aladdin
13	lamp
4	genie
210	scare
957	half
483	death
220	bottle
265	picture
36	loving
308	scary
2142	\"
228	ooh
4329	'd
3	loi
139	aunt
84	negative
33	umm
1197	leave
2156	true
192	somehow
2356	buy
124	model
169	t
143	ford
71	appropriate
12	ending
1	pollyanna
2823	seem
89	boring
5	meg
560	die
82	dear
19	traumatic
9	swiss
5	robinson
137	island
53	fashion
28	implement
2	coconut
51	shell
43	stone
48	identify
5	jo
1	headstrong
9	artistic
500	sense
31	humor
259	main
74	occasion
1284	person
8	flaw
4	unfold
1	conquer
56	afterward
712	certainly
631	teach
129	lesson
3102	start
369	allow
2812	big
4	grimm
2	fairytale
3	grim
529	throw
42	oven
154	however
3	horrifying
72	fiction
11	cereal
186	box
702	hand
76	classic
16	comic
1	ivanhoe
1	disinherited
4	knight
3590	into
4	heroic
390	forget
10	archie
2	superhero
16	captain
2	marvel
2	superman
12	batman
472	father
234	history
40	historical
10	factual
195	busy
30	running
1	biographical
62	novel
609	term
2	analytical
406	sport
81	king
1	peruse
807	paper
650	check
1449	spend
3621	her
135	result
5	amusement
109	library
605	absolutely
93	educate
15	poetry
80	golly
6249	too
120	whose
259	wood
2448	house
26	village
102	beyond
5	gail
170	date
36	poem
1	self-written
39	robert
16	frost
500	middle
6	adulthood
218	gee
2643	off
1	howled
10	catcher
14	rye
30	j
1	salinger
1	peyton
2	fascination
753	summer
885	camp
1	nh
1	gilmanton
75	iron
57	author
868	such
2	racy
9	shocking
602	gosh
530	ahead
19	dave
1	got--
121	painting
3	84
1	ayn
1	rand
15	um--
54	appear
209	future
1	atlas
1	shrugged
49	george
5	orwell
1	1984
227	animal
154	farm
8	whew
174	political
7	non-fiction
238	president
103	series
1	1960
219	position
312	power
1	aspiring
157	civil
556	war
190	lawyer
1	grisham
1	turow
182	current
63	writer
3	novelist
3	anita
1	shrever
1	rosamunde
1	pilcher
1	maeve
1	binchy
148	foreign
1433	somebody
151	language
662	american
13	tragedy
349	subject
2252	many
710	town
727	young
1061	man
472	charge
287	murder
6	retrospect
12	lend
235	itself
1	dostoevsky
23	dr
1	zhivago
433	notice
545	difference
604	between
1069	someone
7	descent
26	cultural
17	writing
61	final
598	question
3	imparted
672	important
579	major
531	brother
57	philosophy
443	imagine
39	pure
31	enjoyment
28	growth
10	broaden
88	knowledge
398	base
13	fundamental
80	truly
277	sad
224	retire
1	aliteracy
116	volunteer
10	literacy
23	capacity
15	handicap
13	intellectual
13	stimulation
524	often
8	superior
1022	idea
787	listen
466	street
94	corner
1	gaze
857	tv
63	pleasure
1538	country
1	tranquil
7	livestock
415	early
115	milk
50	cow
12	pasture
936	until
582	send
641	daughter
898	bring
587	group
41	soldier
280	clothes
6	cam
1077	almost
250	green
3	pale
61	mama
24	guerrilla
1	gue
2	guerilla
32	arrive
565	control
171	steal
634	kill
103	neither
28	harm
6	mil
294	military
37	inform
1165	since
205	alone
692	son
33	seek
141	include
3	dove
1	castile
75	turkey
22	duck
5	hen
33	pig
32	ma'am
637	sell
7	yogurt
81	cheese
11	hog
1	plump
458	everyone
2431	keep
524	already
154	sudden
569	along
91	fellow
12	jose
1	chepon
61	tall
362	white
93	meeting
76	tomorrow
1	piedra
23	de
1	sal
394	level
46	gather
1219	able
1	chepe
170	board
16	appoint
35	vice
70	secretary
3	treasurer
29	committee
1	battalion
47	attend
301	example
380	rest
814	food
680	less
120	ability
2295	will
1	forsaken
1	because-
1	motioned
697	cut
399	head
622	morning
270	san
5	miguel
4	chapeltique
1	salomon
1	posada
16	lodge
329	longer
2803	problem
209	land
338	late
105	dark
252	neighbor
1138	boy
5	pedro
324	bother
1836	huh
3132	pay
147	count
1	five-
959	thirty
1078	hour
398	road
893	walk
2877	car
24	er
111	e
4	cristobal
138	favor
1298	move
420	difficult
76	suggest
6	dawn
10	straighten
1224	night
383	finally
537	expensive
171	professional
245	anywhere
105	hide
207	continue
2	rations
126	plenty
353	fix
126	sun
6	reflection
186	weapon
1332	point
85	innocent
245	huge
122	lock
424	baby
59	tiny
1	ateltisate
470	cover
2	gunpoint
304	follow
443	open
474	god
7	terror
282	worse
112	border
5	hondura
47	el
15	salvador
370	pass
159	river
51	divide
232	fill
469	full
1	clatter
11	beast
44	escape
45	surround
285	rock
102	wash
15	victorium
28	shortly
385	themselve
330	order
440	trouble
72	suffer
307	terrible
102	threat
44	sir
277	inside
250	anyone
72	deserve
15	tongue
291	mountain
1	throng
349	shoot
1	cerco
1	ijiote
32	pole
100	fresh
2145	bit
5	bazooka
17	tops
480	tree
526	fall
116	roof
3	teja
23	tile
169	shape
15	rounded
2264	long
521	top
38	orange
254	fire
14	clay
43	dust
65	destroy
41	bullet
43	niece
669	mine
39	nephew
1	five-year-old
739	water
5	firefight
4	faint
27	purple
25	indicate
78	mouth
535	stop
31	breathe
179	floor
101	grab
261	bed
625	outside
235	window
219	face
168	lie
209	ground
14	firing
228	bedroom
302	size
13	flame
1	rif
884	small
40	danger
2	red-faced
152	tired
50	stretch
622	break
105	leg
5	moan
399	carry
1	saus
198	carolina
59	principal
2	trinchera
16	mound
93	dangerous
1017	wife
1	daybreak
783	close
28	jug
53	coffee
7	gunfire
1	volcancillo
8	volcano
70	below
43	bomb
195	tie
35	goat
5	offspring
187	heavy
17	rope
2	untie
41	knife
16	knot
4	fragment
177	body
1	deepest
6	ine
9	lui
8	alonso
2	vieja
226	lady
19	pillow
110	blood
3	swollen
3	eyebrow
4	bastard
71	fault
240	attention
3675	kid
47	flag
159	peace
41	interior
97	knock
92	argument
1	that-
49	loss
1	shrapnel
104	tool
120	vehicle
40	surely
334	ride
113	round
142	ourselve
474	against
242	wall
8	wound
136	prepare
137	admit
58	th
197	department
83	transfer
31	deny
98	immediately
19	encounter
1	tejutlum
43	brother-in-law
1417	husband
1	bro
2	hardly--
9	outskirts
10	juan
1	catequist
6	priest
72	accord
90	army
71	directly
505	word
5	shannon
1	averitt
16	19
77	nc
225	west
467	lake
15	norman
56	airport
151	junior
1	sch
998	city
1	meck
118	culture
18	diverse
2	unc-charlotte
398	black
29	asian
1	grunge
7	redneck
728	matter
9	slam
13	providence
17	stereotype
1631	change
20	hmm
357	tough
395	cause
431	dress
3	prom
191	treat
226	generation
20	great-grandfather
1	da-da-da-da
1488	guy
100	female
1	averett
160	oldest
500	raise
9	tomboy
333	totally
79	personality
284	fight
100	perfect
337	younger
1948	before
52	exact
10	tense
813	basically
99	shopping
1	make-up
91	occur
84	beer
54	cigarette
931	understand
43	softball
134	daddy
1	wannabe
23	resent
23	suck
541	without
1	disrespect
2	rampage
18	and--
107	theater
76	semester
1	pre-
754	business
26	marketing
42	advertising
651	involve
92	convince
1	da-da-da
14	supportive
148	schedule
60	tuition
456	bill
1	thea
5	irate
24	so--
41	ha
144	quickly
147	pool
112	campus
4	lifeguard
445	winter
1526	job
318	space
1290	drive
355	across
278	fan
693	become
16	ex
148	accept
117	double
214	strong
80	possibility
97	stupid
20	nor
71	l
238	million
2	that--
444	realize
99	self
30	butt
74	brick
5	mason
686	build
287	building
257	drop
534	must
8	slack
112	senior
519	hope
27	reflect
1	am--
394	stand
355	expect
153	tire
1	da-da-da-da-da
6	like--
11	praise
93	fail
98	youngest
157	beside
512	consider
13	chri
1193	sound
34	warehouse
27	waitress
36	longest
241	aid
115	package
187	table
24	opening
13	headache
124	fourth
177	responsibility
1327	few
1	ll--
88	stage
1378	movie
1321	anyway
48	famous
339	decision
5	script
5	audition
182	attitude
181	star
37	nowhere
449	bye
12	tracy
2	blanchard
9	concord
91	settle
143	relative
542	north
392	graduate
82	likely
121	boston
881	crime
268	strange
96	shock
506	second
157	style
5	um-hmm
36	30
1384	usually
253	twice
1512	month
417	ready
48	progress
69	educational
223	opportunity
9	sorority
132	possibly
171	teaching
99	elementary
195	hopefully
490	mostly
447	cold
522	weather
20	adjustment
79	adjust
1	enjoy--
568	although
323	spring
106	march
113	someplace
1628	state
6	cheerleading
23	championship
20	squad
113	southern
12	ny
115	crowd
319	hang
158	popular
2	snobby
9	cheerleader
326	football
266	player
4	stereotypical
422	chance
2663	money
185	fit
22	awesome
1	strutted
112	rich
27	update
190	positive
43	expand
3	uncc
246	bigger
155	appreciate
31	birth
320	bear
19	brief
5	sketch
5	raymond
5	borel
57	september
2	1968
7	riverside
18	memorial
7	nj
4	reside
3	1970
12	70
2	northeastern
9	pa
58	specifically
4	squirt
2	laceyville
757	seven
25	16
1	1985
3	belmont
49	flood
28	penn
1	susquehanna
345	church
1	skinner
2	eddy
298	united
21	methodist
2	77
3	78
158	bus
314	special
62	route
83	organize
1	evacuation
35	valuable
533	large
1	tractor-trailer
352	park
13	assemble
6	pew
177	adult
555	nine
64	10
76	pair
3	pliers
13	wrench
97	fortunately
34	bolt
1	stun
4	evacuate
2	predate
2	makita
47	battery
35	productive
6	loading
344	truck
90	trailer
99	wheel
44	skin
69	tooth
2	reeked
15	wintertime
5	snowstorm
161	/
27	fond
127	memory
46	ryan
4	sledding
6	sleigh
207	property
590	line
9	swell
14	ditch
135	freeze
1	luge
193	ice
304	snow
5	toboggan
7	sled
187	roll
305	plastic
54	sheet
282	boat
14	glance
69	underneath
85	tremendous
1	diversionary
10	tactic
69	drag
13	elbow
120	edge
5	blister
5	marsha
111	exciting
41	nose
13	crunch
212	blow
21	liquid
18	crystal
51	damn
65	solid
101	salt
35	scatter
14	traction
3	deviant
6	robbie
34	chew
5	gum
22	disgusting
26	sucker
6	specifics
135	driver
3	louie
386	foot
34	driving
3	72
22	passenger
37	diesel
225	step
174	heat
40	15
41	sixth
47	seventh
72	chain
103	maintain
133	highway
237	county
3	borough
14	secondary
12	25
448	degree
332	wind
2	adolescence
117	safety
33	drill
40	12
925	thousand
614	student
87	emergency
169	spot
1	browntown
683	mile
28	downhill
9	deadly
755	situation
96	quiet
2	shut-up
16	foggy
73	yellow
60	onto
44	slide
388	stick
284	low
945	gun
917	especially
13	fog
45	outrageous
102	circumstance
1	springhill
78	fuel
1	congeal
2	gelatin
152	coast
28	50
78	gallon
3	kerosene
90	pump
64	tank
115	condition
89	alive
31	motorcycle
181	y
1	dysentery
1	disinter
1	1979
1	yamaha
13	80
92	cruise
294	field
75	dirt
171	luck
2	groundhog
153	hole
229	fly
2	handlebars
4	unconscious
126	awhile
4	fractured
3	collarbone
102	recommend
26	bone
83	relatively
8	painless
6	cumbersome
61	remind
322	grandmother
1	hatfield
2	mccoy
28	overnight
211	cool
11	bb
54	filter
96	swimming
15	dairy
438	miss
25	barn
114	quarter
7	000
4	stainless
43	steel
5	kettle
15	lid
328	handle
1730	dollar
1	mid-seventy
523	store
3	vat
490	hold
447	pull
175	lower
72	cream
32	shake
30	whip
10	rinse
252	glass
176	drink
38	drinking
12	scrape
1	non-pasteurized
344	hey
105	beginning
1562	quite
14	13
31	builder
63	uh-hum
170	trade
22	met
87	girlfriend
1	walked
10	6
229	o'clock
12	siding
227	beat
66	summertime
282	sleep
18	00
31	pin
44	bend
90	metal
94	relationship
166	seat
41	closest
121	dump
14	fuss
7	unlock
48	upstair
86	scream
40	wednesday
413	local
4	barber
202	buck
2	kavalo
73	measure
565	forty
130	prove
239	excuse
2	callgrove
364	feeling
109	pop
1	reamus
6	boulder
173	inch
5	shatter
5	spine
37	function
9	digit
10	grandmom
15	grandpop
298	apartment
20	11
176	smoke
2	saratoga
1	120
890	eight
1	somber
5	gra
1	ndmom
1	boisterous
21	poodle
4	fifus
194	respect
10	affection
1057	dog
29	hip
12	replacement
103	knee
71	medicine
21	peanut
42	butter
74	finger
191	fee
17	bent
27	smoker
1	laryngitis
207	quit
110	pack
1	gangrene
681	lose
177	shoe
54	smoking
4	coolest
47	grandma
2	flavorful
2	mealtime
139	central
576	air
72	conditioning
117	ceiling
62	literally
74	scene
1114	news
316	awful
92	potato
25	roast
67	beef
27	sandwich
1	syrup
15	tasted
29	smog
1	sf
202	warm
10	but--
101	complain
36	warmer
3	mackton
2214	watch
5	repairman
22	translate
3	rayona
506	sixty
4	lighting
2	tootle
75	junk
322	bunch
2	gd
16	holler
37	calm
5	bitch
30	grandpa
148	cent
774	fifty
1	licorice
27	candy
10	filthy
16	justified
161	mistake
22	oop
18	waiter
78	claim
56	roommate
4	hindsight
8	kidnap
73	hearing
688	catch
157	storm
457	yard
134	hello
94	fantastic
21	tale
7	gaston
2	relive
78	split
17	lip
12	spill
53	stitch
1	uneventful
126	moment
83	comedy
422	paint
2246	new
1	poo-poo
1	port-o-john
310	neighborhood
1	peep
69	hell
1	relived
2	songbird
65	shower
22	tub
9	busted
55	ear
2	idiotic
4	stupidity
5	scaffold
2	two-by-four
49	nail
68	climb
60	foundation
1	coating
10	tar
10	thinner
2	turpentine
58	gasoline
1	lacquer
281	gas
73	shorts
411	hot
31	ankle
7	poisoning
27	joy
45	construction
1	ninety-four
2	jock
14	strap
7	sweating
8	drown
25	soak
85	wet
117	honest
21	sleeve
151	shirt
23	collar
2	buttoned
299	short
173	blue
99	jeans
68	pants
3	cuff
95	wake
15	daylight
165	hop
30	cooler
28	justify
294	extra
199	lunch
5	rafter
66	porch
125	reach
69	slip
10	toe
11	smash
4	joist
20	beam
537	hit
23	hammer
38	backward
3	smacked
17	chest
5	truman
59	borrow
47	chop
5	miter
57	trim
16	saw
2	booking
7	drift
30	thumb
9	ouch
57	standing
38	sink
205	chicken
5	band-
2	gauze
1	peroxide
93	basement
110	bathroom
4	buckle
19	uh-oh
4	200
224	pound
4	mush
121	lay
171	quick
17	towel
6	cube
64	haul
20	meantime
156	hardly
6	med
8	trooper
829	best
116	create
210	reunion
20	funeral
153	grandfather
3	upchuck
55	wagon
110	explain
37	dodge
51	chevy
34	conversion
182	van
1	freakiest
87	noise
6	prompt
14	poke
74	m
126	slow
433	somewhere
19	va
5	billboard
431	restaurant
27	attractive
8	franchise
34	swear
10	17
40	trail
117	western
37	pond
13	overlook
1558	twenty
105	load
33	trunk
64	parking
12	ward
14	host
77	post
1	procession
11	spite
144	majority
377	ought
271	market
59	halfway
1	226
1	320
9	ironically
188	member
28	ann
160	bird
2	rosemary
1	knick-knack
64	plate
14	rail
71	dining
1	chased
2	pooped
1	found--
926	wow
3	hyde
270	third
68	december
9	presbyterian
1260	ten
107	christian
24	academy
2	k-
10	seuss
285	television
70	cartoon
25	horn
20	mask
26	cape
751	wear
192	suit
90	belt
9	spider
7	pokemon
43	spell
4	phonics
25	tea
295	fast
2	recess
3	playtime
140	equipment
74	toy
18	playground
23	monkey
110	bar
93	swing
5	mmm
167	bike
332	color
55	silver
55	ghost
1	ugh-ugh
1	maurice
1	sendak
10	pierre
24	lion
1	ugh-
21	ugh
315	soon
248	list
1	cursive
19	impressive
23	boom
1	snowboard
16	survival
24	kit
2	microscope
110	hook
2	ladybug
75	gift
9	100
21	mommy
19	riding
71	hood
72	wolf
54	nope
2	uh-um
12	carpenter
1	boards--
2	gopher
33	driveway
10	crate
338	clean
127	interview
3	elbert
43	branch
237	evening
87	distance
38	bull
97	fence
35	path
11	accidentally
47	soft
4	someway
445	rain
6	sleet
317	crazy
1	stuff--
4	uphill
1	fatback
139	meat
8	biscuit
2	lewisburg
314	east
16	40
145	wild
28	cookie
1	hankse
17	hank
157	dead
2	are--
4	granddad
13	shine
193	jump
100	horse
3	panther
4	albemarle
66	bible
6	asheville
457	fairly
1	two-bedroom
2	blankenship
72	apple
60	pie
73	odd
24	tobacco
7	spit
1	spittoon
196	weird
143	elderly
6	spitting
59	impression
336	machine
27	dryer
41	laundry
1	clothesline
179	garage
210	separate
1	scythe
3	farmland
1	64
9	nova
64	muscle
85	mileage
24	snap
58	bean
204	smaller
288	piece
1027	suppose
7	significance
112	kick
145	grocery
135	block
141	direction
2	pud
18	fireman
167	engine
261	completely
9	unheard
134	nowaday
2	honk
62	jacket
462	concern
18	interfere
2	preparedness
579	tend
7	scenic
10	chimney
1	linville
8	cavern
1	sliding
1	biltmore
23	attraction
1	tweetsie
29	railroad
6	wholesome
12	unable
50	pleasant
92	specific
3	mm
126	active
43	2
12	rugged
10	sturdy
37	mentally
48	physically
101	healthy
7	frugal
495	save
43	soup
38	label
981	program
183	return
9	rebate
168	collect
171	aluminum
22	carton
11	redeem
5	bushel
51	practical
102	regard
194	expense
47	absolute
87	minimum
9	efficiently
1	tidy
247	repair
14	baptist
63	catholic
418	californium
26	evil
1	heathen
15	creature
31	corrupt
346	beautiful
38	nasty
146	letter
245	effect
1	disinterest
7	outright
1	hostility
165	worst
360	toward
109	grandchild
19	smile
7	amusing
591	figure
117	unusual
567	health
6	anecdote
2	tangentially
23	decline
759	music
238	industry
5	juicy
1	sordid
77	detail
76	dream
34	musician
8	producer
7	slash
1	rapper-writer
1	extraordinaire
70	recording
8	day-to-day
143	supposedly
57	creative
199	environment
9	dj
18	stepfather
130	mix
184	song
41	scratch
76	rap
2	rapper
173	develop
20	brooklyn
9	enable
111	produce
7	interruption
12	demo
62	naturally
215	shop
9	feedback
27	content
1	hip-hop
27	audience
44	promote
15	consciousness
22	shit
83	gang
28	bang
6	gangster
1	nwa
1	dre
29	response
592	marry
359	support
105	actual
257	unfortunately
1	low-paying
1	non-paying
18	internship
15	studio
234	generally
357	free
362	rate
39	pursue
46	\&
208	similar
55	connection
3	networking
248	project
6	funk
142	master
19	flex
75	album
31	volume
4	premier
2	gangstar
51	jerry
93	o
1	danagar
1	jay-
34	z
6	exhibit
48	knit
16	professionally
380	york
7	dingy
74	dirty
50	reputation
2	grungy
109	atmosphere
46	frustrate
26	session
73	fat
2	blunt
19	depressing
55	potential
151	encourage
5	inspiring
235	higher
1	professionalism
73	establish
57	artist
13	affiliate
3	jive
2	backstreet
83	release
6	caliber
29	cleaner
34	pride
19	appearance
1	angelo
1	pothead
8	consume
279	necessarily
68	slowly
90	weed
82	root
16	hectic
78	cd
1	shehave
94	apart
835	credit
36	bind
65	assistant
130	engineering
181	track
14	vocal
172	engineer
4	equalize
144	instrument
304	add
7	echo
34	tone
155	sing
11	patricium
148	french
2	mariah
5	carey
66	describe
56	hers
178	everyday
9	digital
119	correct
74	note
2	digitize
1	britney
2	spear
1	brittney
38	singer
8	blend
49	theirs
28	technique
6	chorus
12	verse
17	lyric
23	processor
3	harmonic
27	smooth
303	easier
32	60
9	90
1	tiring
151	rough
59	marriage
53	p
148	cross
7	kim
330	within
4	unfamiliar
43	unfair
326	plus
19	toll
109	manager
34	executive
94	focus
1	shadiness
3	bullshit
54	guard
105	relax
98	july
2	1998
10	99
59	expose
19	regret
30	am
1	boxcar
225	available
1	beige--
1	goldish-yellow
57	bright
12	sunshine
57	gold
1	looking--
16	approximately
11	illustration
91	smell
1	musty
1	library-type
39	freezing
194	basic
25	dick
18	jane
6	emperor
2	clothes--
3	fable
9	roseanne
34	couch
42	moral
52	association
160	event
8	wwius
38	depression
2	holocaust
259	bank
217	economy
191	poor
910	whether
11	storyteller
2	lizzy
2	deceased
2	ageless
134	dance
12	jig
3	sara
1	embellish
37	morals
11	debbie
15	sock
43	reaction
17	belly
26	request
3	re-tell
49	awfully
62	version
1	foo-foo
63	daily
513	depend
45	mood
622	easy
338	lately
544	recently
36	left
2	timothy
1	lahaye
2	jenkin
22	sum
1	raptured
6	follower
35	closely
163	till
1	prophet
3	elijah
2	mose
1	wailing
755	wonderful
10	burst
1	antichrist
96	clothing
3	tattered
3	scruffy
12	beard
8	bathing
63	protection
1	example--
45	heaven
3	hmmm
385	goodness
1	meshach
1	shadrach
1	abednego
16	relevant
6	jalapeno
1	around--
416	topic
9	witch
65	automatically
4	lining
655	yep
39	exhaust
35	pipe
3	dumbest
3	fwapp
330	bag
19	interstate
29	mirror
154	clear
101	francisco
22	fascinate
31	shuttle
13	lax
3	dawned
215	police
294	single
142	accident
1	jinx
272	rent
13	hollywood
6	rodeo
10	beverly
32	diego
28	freeway
3	bap
114	earlier
17	earthquake
10	sarah
2	94
6	ridgecrest
11	ridge
218	beach
2	northridge
3	sleeper
14	4
27	tony
29	fifteenth
1	sixteen-floor
81	hotel
1	six-foot
34	roller
17	sway
63	furniture
18	crash
158	straight
52	honestly
4	transformer
20	flash
25	pray
47	buddy
1	goner
16	cb
147	entire
2	dispatcher
3	smoggy
3	ventura
7	blvd
62	bridge
266	report
117	film
38	clip
58	policeman
1	sinkhole
385	radio
39	flight
247	club
4	lounge
3	armoire
1	bolted--
1	bolted
67	chair
2	aftershock
4	tremor
10	magnitude
876	case
1	vertigo
1	light-headed
1	equilibrium
42	messed
423	phone
1	ok--
1	richter
86	scale
71	terribly
155	upset
478	bet
28	hurricane
7	hugo
1	89
158	present
114	tear
3	ratty
1	no--
9	hickory
21	domino
77	pizza
30	duke
1	drove
2	laundromat
92	shift
11	coca-
11	colon
803	computer
2	generator
17	7
63	pregnant
8	restroom
1	scrounge
5	flashlight
20	supplies
204	security
26	patrol
26	dock
451	worry
403	twelve
37	richard
1	shh
72	checking
446	office
1	oval
3	arc
16	blind
44	wrap
18	curve
37	slap
3	sliver
4	dented
1	would--
15	$
1	1600
520	worth
111	damage
36	coke
146	sixteen
86	shut
3	tyvolum
114	above
6	coliseum
51	eagle
15	rd
50	mill
35	farther
404	plant
1	crackle
825	cat
1125	drug
3	shutter
93	k
2	dorothy
138	safe
17	ivy
2	stuck
6	the--
7	moss
335	surprise
24	peach
98	creek
30	mike
2	shz
1	four-poster
19	w
1	storms--
8	howard
55	johnson
102	motor
16	inn
62	cup
11	offend
209	saturday
1	ida
2	more--
3	well--
35	stranger
32	mac
5	joker
82	joke
3	funnier
70	lean
4	s--
8	carpentry
97	mad
2	mean--
4	malicious
4	sherry
20	billy
7	billing
271	push
18	embarrassed
2	longview
19	snack
32	speaker
1	shzzzz
1	holding--
1	absolutely--
3	mohawk
1	clean-cut
12	scholar
70	opposite
8	compliment
109	mark
21	andy
18	don
5	ar
2	one-point
149	friday
1	point-nine
1	one-point-nine
1	point-five
2	filler
3	amanda
2	self-selected
45	athlete
21	athletic
48	whatsoever
7	alamo
4	alcatraz
20	sean
9	connery
82	cry
84	shame
337	information
40	former
23	inmate
5	ve
71	fascinating
51	punish
497	exercise
399	punishment
47	promise
12	harbor
58	bay
7	champagne
1	clink
31	imagination
5	incarcerated
1	machinegun
14	kelly
314	nineteen
221	prison
1	warden
81	officer
14	ferry
10	damages
7	upkeep
36	prisoner
25	assign
4	cardigan
1	sweater--
23	blanket
